activity_id,customer_id,activity_date,activity_type,sales_rep,duration_minutes,outcome,next_steps
ACT_CUST_0219_2,CUST_0219,2022-08-16,Contract Review,rep_12,104,Positive,Send proposal
ACT_CUST_0219_3,CUST_0219,2022-08-30,Negotiation,rep_12,25,Positive,Schedule demo
ACT_CUST_0219_4,CUST_0219,2022-08-30,Negotiation,rep_12,62,Neutral,Budget approval
ACT_CUST_0220_1,CUST_0220,2022-11-20,Negotiation,rep_15,107,Positive,Schedule demo
ACT_CUST_0220_2,CUST_0220,2022-11-25,Follow-up Call,rep_15,78,Positive,Contract terms
ACT_CUST_0220_3,CUST_0220,2022-12-23,Negotiation,rep_15,89,Positive,Budget approval
ACT_CUST_0220_4,CUST_0220,2022-11-30,Follow-up Call,rep_15,64,Positive,Send proposal
ACT_CUST_0220_5,CUST_0220,2022-11-16,Demo,rep_15,119,Negative,Final approval
ACT_CUST_0220_6,CUST_0220,2022-11-23,Contract Review,rep_15,81,Positive,Contract terms
ACT_CUST_0220_7,CUST_0220,2022-12-03,Demo,rep_15,59,Positive,Schedule demo
ACT_CUST_0220_8,CUST_0220,2022-11-30,Follow-up Call,rep_15,77,Positive,Send proposal
ACT_CUST_0221_1,CUST_0221,2023-08-28,Demo,rep_20,44,Neutral,Send proposal
ACT_CUST_0221_2,CUST_0221,2023-07-27,Proposal Sent,rep_20,85,Neutral,Send proposal
ACT_CUST_0221_3,CUST_0221,2023-07-24,Negotiation,rep_20,20,Negative,Contract terms
ACT_CUST_0221_4,CUST_0221,2023-08-18,Proposal Sent,rep_20,15,Positive,Schedule demo
ACT_CUST_0221_5,CUST_0221,2023-08-09,Proposal Sent,rep_20,51,Negative,Contract terms
ACT_CUST_0221_6,CUST_0221,2023-08-12,Closing Call,rep_20,71,Positive,Budget approval
ACT_CUST_0221_7,CUST_0221,2023-08-06,Demo,rep_20,106,Neutral,Schedule demo
ACT_CUST_0222_1,CUST_0222,2021-12-13,Demo,rep_16,32,Negative,Final approval
ACT_CUST_0222_2,CUST_0222,2021-11-29,Follow-up Call,rep_16,117,Positive,Send proposal
ACT_CUST_0222_3,CUST_0222,2021-11-25,Follow-up Call,rep_16,35,Positive,Technical review
ACT_CUST_0222_4,CUST_0222,2022-01-01,Closing Call,rep_16,109,Positive,Schedule demo
ACT_CUST_0222_5,CUST_0222,2021-12-18,Demo,rep_16,70,Positive,Final approval
ACT_CUST_0222_6,CUST_0222,2022-01-07,Follow-up Call,rep_16,39,Neutral,Final approval
ACT_CUST_0222_7,CUST_0222,2021-11-21,Closing Call,rep_16,95,Positive,Send proposal
ACT_CUST_0222_8,CUST_0222,2022-01-13,Contract Review,rep_16,43,Neutral,Technical review
ACT_CUST_0222_9,CUST_0222,2022-01-02,Proposal Sent,rep_16,77,Neutral,Final approval
ACT_CUST_0223_1,CUST_0223,2022-06-16,Closing Call,rep_5,26,Negative,Final approval
ACT_CUST_0223_2,CUST_0223,2022-06-17,Demo,rep_5,70,Positive,Contract terms
ACT_CUST_0223_3,CUST_0223,2022-07-26,Proposal Sent,rep_5,105,Positive,Budget approval
ACT_CUST_0223_4,CUST_0223,2022-06-22,Negotiation,rep_5,63,Neutral,Send proposal
ACT_CUST_0223_5,CUST_0223,2022-06-30,Contract Review,rep_5,82,Neutral,Send proposal
ACT_CUST_0223_6,CUST_0223,2022-06-26,Proposal Sent,rep_5,52,Neutral,Budget approval
ACT_CUST_0223_7,CUST_0223,2022-07-05,Negotiation,rep_5,60,Positive,Technical review
ACT_CUST_0224_1,CUST_0224,2021-12-30,Contract Review,rep_4,72,Positive,Final approval
ACT_CUST_0224_2,CUST_0224,2022-01-06,Demo,rep_4,37,Positive,Technical review
ACT_CUST_0224_3,CUST_0224,2022-01-18,Demo,rep_4,59,Neutral,Final approval
ACT_CUST_0224_4,CUST_0224,2021-12-23,Contract Review,rep_4,118,Neutral,Contract terms
ACT_CUST_0224_5,CUST_0224,2022-01-06,Closing Call,rep_4,45,Positive,Technical review
ACT_CUST_0224_6,CUST_0224,2022-01-10,Proposal Sent,rep_4,115,Positive,Contract terms
ACT_CUST_0225_1,CUST_0225,2023-02-05,Follow-up Call,rep_9,67,Positive,Budget approval
ACT_CUST_0225_2,CUST_0225,2023-01-12,Contract Review,rep_9,48,Negative,Technical review
ACT_CUST_0225_3,CUST_0225,2023-01-18,Closing Call,rep_9,43,Positive,Schedule demo
ACT_CUST_0225_4,CUST_0225,2022-12-31,Contract Review,rep_9,67,Positive,Send proposal
ACT_CUST_0225_5,CUST_0225,2023-01-23,Proposal Sent,rep_9,114,Neutral,Contract terms
ACT_CUST_0225_6,CUST_0225,2023-01-30,Follow-up Call,rep_9,31,Neutral,Schedule demo
ACT_CUST_0225_7,CUST_0225,2023-02-10,Demo,rep_9,117,Positive,Final approval
ACT_CUST_0225_8,CUST_0225,2023-01-03,Follow-up Call,rep_9,113,Neutral,Schedule demo
ACT_CUST_0226_1,CUST_0226,2023-02-12,Follow-up Call,rep_17,83,Positive,Send proposal
ACT_CUST_0226_2,CUST_0226,2023-03-16,Contract Review,rep_17,106,Positive,Send proposal
ACT_CUST_0226_3,CUST_0226,2023-02-28,Follow-up Call,rep_17,67,Positive,Final approval
ACT_CUST_0227_1,CUST_0227,2023-10-04,Demo,rep_2,111,Negative,Schedule demo
ACT_CUST_0227_2,CUST_0227,2023-09-17,Contract Review,rep_2,116,Positive,Send proposal
ACT_CUST_0227_3,CUST_0227,2023-09-06,Follow-up Call,rep_2,18,Positive,Final approval
ACT_CUST_0228_1,CUST_0228,2022-04-29,Demo,rep_9,119,Neutral,Final approval
ACT_CUST_0228_2,CUST_0228,2022-04-12,Proposal Sent,rep_9,119,Neutral,Technical review
ACT_CUST_0228_3,CUST_0228,2022-05-04,Demo,rep_9,24,Positive,Final approval
ACT_CUST_0229_1,CUST_0229,2023-09-05,Closing Call,rep_1,84,Neutral,Send proposal
ACT_CUST_0229_2,CUST_0229,2023-09-13,Closing Call,rep_1,90,Neutral,Send proposal
ACT_CUST_0229_3,CUST_0229,2023-11-01,Follow-up Call,rep_1,115,Positive,Contract terms
ACT_CUST_0229_4,CUST_0229,2023-11-15,Demo,rep_1,53,Positive,Send proposal
ACT_CUST_0229_5,CUST_0229,2023-09-13,Follow-up Call,rep_1,98,Positive,Budget approval
ACT_CUST_0229_6,CUST_0229,2023-10-02,Contract Review,rep_1,26,Positive,Budget approval
ACT_CUST_0229_7,CUST_0229,2023-10-28,Follow-up Call,rep_1,76,Positive,Final approval
ACT_CUST_0229_8,CUST_0229,2023-10-25,Negotiation,rep_1,46,Positive,Budget approval
ACT_CUST_0229_9,CUST_0229,2023-11-13,Contract Review,rep_1,62,Neutral,Final approval
ACT_CUST_0230_1,CUST_0230,2023-11-16,Demo,rep_8,65,Neutral,Budget approval
ACT_CUST_0230_2,CUST_0230,2023-11-05,Contract Review,rep_8,87,Positive,Technical review
ACT_CUST_0230_3,CUST_0230,2023-11-04,Proposal Sent,rep_8,118,Neutral,Schedule demo
ACT_CUST_0230_4,CUST_0230,2023-10-23,Negotiation,rep_8,36,Positive,Budget approval
ACT_CUST_0230_5,CUST_0230,2023-11-16,Proposal Sent,rep_8,25,Positive,Contract terms
ACT_CUST_0230_6,CUST_0230,2023-11-10,Negotiation,rep_8,107,Neutral,Send proposal
ACT_CUST_0230_7,CUST_0230,2023-10-21,Contract Review,rep_8,47,Positive,Final approval
ACT_CUST_0230_8,CUST_0230,2023-11-04,Proposal Sent,rep_8,19,Positive,Contract terms
ACT_CUST_0230_9,CUST_0230,2023-11-17,Contract Review,rep_8,15,Positive,Send proposal
ACT_CUST_0230_10,CUST_0230,2023-11-15,Contract Review,rep_8,84,Positive,Final approval
ACT_CUST_0231_1,CUST_0231,2022-03-20,Contract Review,rep_15,80,Positive,Final approval
ACT_CUST_0231_2,CUST_0231,2022-03-21,Demo,rep_15,28,Positive,Schedule demo
ACT_CUST_0231_3,CUST_0231,2022-03-04,Proposal Sent,rep_15,111,Positive,Contract terms
ACT_CUST_0231_4,CUST_0231,2022-03-22,Demo,rep_15,36,Positive,Schedule demo
ACT_CUST_0231_5,CUST_0231,2022-02-15,Contract Review,rep_15,78,Positive,Contract terms
ACT_CUST_0231_6,CUST_0231,2022-03-09,Proposal Sent,rep_15,110,Neutral,Budget approval
ACT_CUST_0231_7,CUST_0231,2022-03-05,Demo,rep_15,52,Positive,Technical review
ACT_CUST_0231_8,CUST_0231,2022-03-20,Closing Call,rep_15,49,Positive,Contract terms
ACT_CUST_0232_1,CUST_0232,2023-12-12,Proposal Sent,rep_19,33,Positive,Final approval
ACT_CUST_0232_2,CUST_0232,2023-10-29,Negotiation,rep_19,106,Positive,Contract terms
ACT_CUST_0232_3,CUST_0232,2023-11-03,Contract Review,rep_19,74,Positive,Technical review
ACT_CUST_0232_4,CUST_0232,2023-12-21,Closing Call,rep_19,32,Positive,Final approval
ACT_CUST_0232_5,CUST_0232,2023-12-29,Contract Review,rep_19,16,Positive,Send proposal
ACT_CUST_0232_6,CUST_0232,2023-10-24,Contract Review,rep_19,23,Negative,Schedule demo
ACT_CUST_0232_7,CUST_0232,2023-11-09,Closing Call,rep_19,39,Positive,Schedule demo
ACT_CUST_0232_8,CUST_0232,2023-12-01,Contract Review,rep_19,57,Positive,Contract terms
ACT_CUST_0233_1,CUST_0233,2023-08-24,Follow-up Call,rep_6,96,Positive,Send proposal
ACT_CUST_0233_2,CUST_0233,2023-09-20,Closing Call,rep_6,16,Negative,Technical review
ACT_CUST_0233_3,CUST_0233,2023-09-14,Contract Review,rep_6,89,Neutral,Technical review
ACT_CUST_0233_4,CUST_0233,2023-09-26,Follow-up Call,rep_6,86,Positive,Final approval
ACT_CUST_0233_5,CUST_0233,2023-09-06,Demo,rep_6,90,Positive,Final approval
ACT_CUST_0233_6,CUST_0233,2023-09-08,Follow-up Call,rep_6,37,Positive,Schedule demo
ACT_CUST_0233_7,CUST_0233,2023-08-30,Negotiation,rep_6,90,Neutral,Budget approval
ACT_CUST_0233_8,CUST_0233,2023-09-19,Negotiation,rep_6,113,Neutral,Contract terms
ACT_CUST_0233_9,CUST_0233,2023-09-13,Closing Call,rep_6,93,Neutral,Budget approval
ACT_CUST_0233_10,CUST_0233,2023-09-07,Proposal Sent,rep_6,15,Neutral,Send proposal
ACT_CUST_0233_11,CUST_0233,2023-08-26,Negotiation,rep_6,33,Positive,Budget approval
ACT_CUST_0233_12,CUST_0233,2023-08-18,Follow-up Call,rep_6,24,Neutral,Schedule demo
ACT_CUST_0234_1,CUST_0234,2022-07-08,Closing Call,rep_15,75,Positive,Contract terms
ACT_CUST_0234_2,CUST_0234,2022-07-24,Demo,rep_15,45,Positive,Budget approval
ACT_CUST_0234_3,CUST_0234,2022-07-25,Contract Review,rep_15,105,Positive,Technical review
ACT_CUST_0234_4,CUST_0234,2022-07-13,Follow-up Call,rep_15,82,Positive,Contract terms
ACT_CUST_0234_5,CUST_0234,2022-06-28,Proposal Sent,rep_15,96,Neutral,Final approval
ACT_CUST_0234_6,CUST_0234,2022-06-24,Contract Review,rep_15,86,Positive,Final approval
ACT_CUST_0234_7,CUST_0234,2022-06-30,Closing Call,rep_15,30,Positive,Budget approval
ACT_CUST_0234_8,CUST_0234,2022-07-19,Follow-up Call,rep_15,37,Positive,Technical review
ACT_CUST_0234_9,CUST_0234,2022-07-10,Closing Call,rep_15,59,Neutral,Send proposal
ACT_CUST_0234_10,CUST_0234,2022-07-17,Negotiation,rep_15,39,Positive,Send proposal
ACT_CUST_0234_11,CUST_0234,2022-07-24,Demo,rep_15,40,Positive,Contract terms
ACT_CUST_0235_1,CUST_0235,2022-01-09,Follow-up Call,rep_19,27,Negative,Technical review
ACT_CUST_0235_2,CUST_0235,2022-01-18,Demo,rep_19,92,Positive,Final approval
ACT_CUST_0235_3,CUST_0235,2022-01-07,Closing Call,rep_19,76,Positive,Final approval
ACT_CUST_0236_1,CUST_0236,2022-01-10,Demo,rep_9,88,Neutral,Final approval
ACT_CUST_0236_2,CUST_0236,2021-12-26,Negotiation,rep_9,95,Positive,Send proposal
ACT_CUST_0236_3,CUST_0236,2021-12-26,Closing Call,rep_9,97,Neutral,Schedule demo
ACT_CUST_0236_4,CUST_0236,2021-11-14,Follow-up Call,rep_9,18,Neutral,Final approval
ACT_CUST_0236_5,CUST_0236,2021-11-25,Closing Call,rep_9,109,Positive,Send proposal
ACT_CUST_0236_6,CUST_0236,2021-11-19,Contract Review,rep_9,30,Positive,Final approval
ACT_CUST_0236_7,CUST_0236,2022-01-18,Demo,rep_9,55,Positive,Contract terms
ACT_CUST_0237_1,CUST_0237,2022-03-17,Demo,rep_20,57,Neutral,Technical review
ACT_CUST_0237_2,CUST_0237,2022-03-25,Closing Call,rep_20,36,Negative,Contract terms
ACT_CUST_0237_3,CUST_0237,2022-03-17,Follow-up Call,rep_20,81,Positive,Final approval
ACT_CUST_0237_4,CUST_0237,2022-03-01,Contract Review,rep_20,100,Neutral,Schedule demo
ACT_CUST_0237_5,CUST_0237,2022-02-19,Negotiation,rep_20,33,Neutral,Schedule demo
ACT_CUST_0237_6,CUST_0237,2022-02-18,Contract Review,rep_20,20,Positive,Send proposal
ACT_CUST_0238_1,CUST_0238,2022-10-13,Closing Call,rep_14,110,Neutral,Schedule demo
ACT_CUST_0238_2,CUST_0238,2022-10-27,Follow-up Call,rep_14,86,Positive,Technical review
ACT_CUST_0238_3,CUST_0238,2022-11-11,Negotiation,rep_14,104,Positive,Budget approval
ACT_CUST_0238_4,CUST_0238,2022-10-05,Demo,rep_14,26,Positive,Schedule demo
ACT_CUST_0238_5,CUST_0238,2022-10-15,Follow-up Call,rep_14,90,Neutral,Schedule demo
ACT_CUST_0238_6,CUST_0238,2022-10-13,Demo,rep_14,42,Neutral,Budget approval
ACT_CUST_0238_7,CUST_0238,2022-10-04,Closing Call,rep_14,46,Positive,Final approval
ACT_CUST_0238_8,CUST_0238,2022-11-28,Proposal Sent,rep_14,110,Neutral,Send proposal
ACT_CUST_0238_9,CUST_0238,2022-10-27,Demo,rep_14,63,Neutral,Send proposal
ACT_CUST_0238_10,CUST_0238,2022-10-24,Proposal Sent,rep_14,87,Positive,Send proposal
ACT_CUST_0238_11,CUST_0238,2022-10-15,Follow-up Call,rep_14,40,Positive,Technical review
ACT_CUST_0239_1,CUST_0239,2022-08-19,Contract Review,rep_9,60,Positive,Technical review
ACT_CUST_0239_2,CUST_0239,2022-09-21,Closing Call,rep_9,81,Positive,Final approval
ACT_CUST_0239_3,CUST_0239,2022-09-17,Proposal Sent,rep_9,19,Negative,Contract terms
ACT_CUST_0239_4,CUST_0239,2022-09-02,Proposal Sent,rep_9,83,Positive,Final approval
ACT_CUST_0239_5,CUST_0239,2022-09-05,Follow-up Call,rep_9,97,Neutral,Technical review
ACT_CUST_0239_6,CUST_0239,2022-08-25,Follow-up Call,rep_9,104,Negative,Contract terms
ACT_CUST_0239_7,CUST_0239,2022-09-24,Closing Call,rep_9,116,Positive,Contract terms
ACT_CUST_0239_8,CUST_0239,2022-09-21,Proposal Sent,rep_9,48,Positive,Technical review
ACT_CUST_0239_9,CUST_0239,2022-08-16,Demo,rep_9,81,Neutral,Send proposal
ACT_CUST_0239_10,CUST_0239,2022-09-07,Proposal Sent,rep_9,74,Positive,Technical review
ACT_CUST_0240_1,CUST_0240,2023-06-14,Follow-up Call,rep_19,104,Positive,Technical review
ACT_CUST_0240_2,CUST_0240,2023-06-11,Proposal Sent,rep_19,68,Positive,Technical review
ACT_CUST_0240_3,CUST_0240,2023-08-12,Demo,rep_19,38,Negative,Technical review
ACT_CUST_0240_4,CUST_0240,2023-06-26,Contract Review,rep_19,84,Positive,Schedule demo
ACT_CUST_0240_5,CUST_0240,2023-07-23,Negotiation,rep_19,73,Positive,Final approval
ACT_CUST_0240_6,CUST_0240,2023-07-23,Closing Call,rep_19,66,Positive,Send proposal
ACT_CUST_0240_7,CUST_0240,2023-07-05,Closing Call,rep_19,62,Neutral,Budget approval
ACT_CUST_0240_8,CUST_0240,2023-08-15,Contract Review,rep_19,53,Positive,Send proposal
ACT_CUST_0240_9,CUST_0240,2023-07-30,Demo,rep_19,68,Positive,Technical review
ACT_CUST_0241_1,CUST_0241,2022-11-07,Proposal Sent,rep_19,80,Positive,Technical review
ACT_CUST_0241_2,CUST_0241,2023-01-01,Closing Call,rep_19,82,Positive,Contract terms
ACT_CUST_0241_3,CUST_0241,2022-11-18,Proposal Sent,rep_19,99,Positive,Schedule demo
ACT_CUST_0241_4,CUST_0241,2022-11-13,Follow-up Call,rep_19,116,Neutral,Technical review
ACT_CUST_0241_5,CUST_0241,2022-12-19,Contract Review,rep_19,36,Positive,Final approval
ACT_CUST_0241_6,CUST_0241,2022-11-19,Proposal Sent,rep_19,37,Positive,Schedule demo
ACT_CUST_0241_7,CUST_0241,2022-11-22,Proposal Sent,rep_19,41,Positive,Final approval
ACT_CUST_0241_8,CUST_0241,2022-11-28,Proposal Sent,rep_19,102,Positive,Technical review
ACT_CUST_0241_9,CUST_0241,2022-11-05,Contract Review,rep_19,35,Positive,Budget approval
ACT_CUST_0242_1,CUST_0242,2023-09-14,Closing Call,rep_7,63,Neutral,Final approval
ACT_CUST_0242_2,CUST_0242,2023-08-23,Demo,rep_7,64,Positive,Send proposal
ACT_CUST_0242_3,CUST_0242,2023-09-07,Follow-up Call,rep_7,51,Neutral,Final approval
ACT_CUST_0242_4,CUST_0242,2023-09-10,Negotiation,rep_7,65,Positive,Technical review
ACT_CUST_0242_5,CUST_0242,2023-09-16,Closing Call,rep_7,109,Negative,Schedule demo
ACT_CUST_0242_6,CUST_0242,2023-08-21,Negotiation,rep_7,37,Neutral,Technical review
ACT_CUST_0242_7,CUST_0242,2023-09-04,Follow-up Call,rep_7,79,Neutral,Contract terms
ACT_CUST_0242_8,CUST_0242,2023-09-27,Contract Review,rep_7,24,Neutral,Send proposal
ACT_CUST_0242_9,CUST_0242,2023-09-17,Proposal Sent,rep_7,20,Positive,Budget approval
ACT_CUST_0243_1,CUST_0243,2023-07-27,Proposal Sent,rep_13,69,Positive,Technical review
ACT_CUST_0243_2,CUST_0243,2023-07-14,Closing Call,rep_13,120,Positive,Technical review
ACT_CUST_0243_3,CUST_0243,2023-07-16,Proposal Sent,rep_13,35,Positive,Contract terms
ACT_CUST_0243_4,CUST_0243,2023-07-01,Contract Review,rep_13,118,Positive,Final approval
ACT_CUST_0243_5,CUST_0243,2023-06-30,Closing Call,rep_13,66,Neutral,Schedule demo
ACT_CUST_0243_6,CUST_0243,2023-07-03,Follow-up Call,rep_13,31,Positive,Budget approval
ACT_CUST_0243_7,CUST_0243,2023-07-29,Contract Review,rep_13,16,Positive,Final approval
ACT_CUST_0243_8,CUST_0243,2023-07-15,Contract Review,rep_13,113,Positive,Budget approval
ACT_CUST_0244_1,CUST_0244,2022-11-27,Contract Review,rep_20,79,Positive,Budget approval
ACT_CUST_0244_2,CUST_0244,2022-11-22,Follow-up Call,rep_20,83,Negative,Schedule demo
ACT_CUST_0244_3,CUST_0244,2022-11-26,Proposal Sent,rep_20,69,Positive,Budget approval
ACT_CUST_0244_4,CUST_0244,2022-11-30,Closing Call,rep_20,25,Positive,Technical review
ACT_CUST_0245_1,CUST_0245,2023-11-04,Negotiation,rep_9,119,Neutral,Budget approval
ACT_CUST_0245_2,CUST_0245,2023-11-27,Demo,rep_9,74,Positive,Schedule demo
ACT_CUST_0245_3,CUST_0245,2024-01-08,Contract Review,rep_9,73,Positive,Contract terms
ACT_CUST_0245_4,CUST_0245,2023-12-21,Follow-up Call,rep_9,47,Positive,Final approval
ACT_CUST_0245_5,CUST_0245,2023-11-13,Demo,rep_9,84,Positive,Technical review
ACT_CUST_0245_6,CUST_0245,2023-11-19,Contract Review,rep_9,17,Positive,Technical review
ACT_CUST_0245_7,CUST_0245,2023-12-16,Demo,rep_9,91,Positive,Final approval
ACT_CUST_0245_8,CUST_0245,2023-10-19,Negotiation,rep_9,109,Positive,Send proposal
ACT_CUST_0245_9,CUST_0245,2023-10-24,Negotiation,rep_9,27,Positive,Send proposal
ACT_CUST_0245_10,CUST_0245,2023-12-16,Contract Review,rep_9,70,Neutral,Technical review
ACT_CUST_0245_11,CUST_0245,2023-11-29,Closing Call,rep_9,94,Positive,Final approval
ACT_CUST_0245_12,CUST_0245,2024-01-03,Negotiation,rep_9,87,Positive,Schedule demo
ACT_CUST_0246_1,CUST_0246,2022-12-02,Negotiation,rep_2,107,Neutral,Schedule demo
ACT_CUST_0246_2,CUST_0246,2022-12-25,Negotiation,rep_2,107,Positive,Final approval
ACT_CUST_0246_3,CUST_0246,2022-12-17,Contract Review,rep_2,66,Positive,Final approval
ACT_CUST_0246_4,CUST_0246,2022-12-12,Closing Call,rep_2,98,Neutral,Schedule demo
ACT_CUST_0246_5,CUST_0246,2022-12-30,Demo,rep_2,116,Positive,Technical review
ACT_CUST_0246_6,CUST_0246,2022-12-17,Negotiation,rep_2,80,Positive,Send proposal
ACT_CUST_0246_7,CUST_0246,2022-11-22,Follow-up Call,rep_2,88,Positive,Budget approval
ACT_CUST_0246_8,CUST_0246,2022-12-14,Closing Call,rep_2,103,Neutral,Technical review
ACT_CUST_0247_1,CUST_0247,2024-01-19,Proposal Sent,rep_20,101,Positive,Schedule demo
ACT_CUST_0247_2,CUST_0247,2024-01-20,Proposal Sent,rep_20,17,Neutral,Final approval
ACT_CUST_0247_3,CUST_0247,2023-12-24,Follow-up Call,rep_20,49,Positive,Final approval
ACT_CUST_0248_1,CUST_0248,2022-10-14,Demo,rep_8,105,Positive,Schedule demo
ACT_CUST_0248_2,CUST_0248,2022-10-20,Closing Call,rep_8,106,Neutral,Budget approval
ACT_CUST_0248_3,CUST_0248,2022-11-02,Closing Call,rep_8,91,Positive,Budget approval
ACT_CUST_0248_4,CUST_0248,2022-11-08,Negotiation,rep_8,16,Positive,Technical review
ACT_CUST_0249_1,CUST_0249,2022-01-18,Closing Call,rep_5,78,Positive,Final approval
ACT_CUST_0249_2,CUST_0249,2021-12-21,Closing Call,rep_5,64,Positive,Schedule demo
ACT_CUST_0249_3,CUST_0249,2021-12-12,Closing Call,rep_5,77,Positive,Technical review
ACT_CUST_0249_4,CUST_0249,2021-12-13,Proposal Sent,rep_5,110,Negative,Technical review
ACT_CUST_0249_5,CUST_0249,2022-01-03,Follow-up Call,rep_5,111,Positive,Final approval
ACT_CUST_0249_6,CUST_0249,2022-01-19,Demo,rep_5,34,Neutral,Send proposal
ACT_CUST_0249_7,CUST_0249,2022-01-08,Negotiation,rep_5,70,Positive,Schedule demo
ACT_CUST_0249_8,CUST_0249,2022-01-01,Negotiation,rep_5,110,Positive,Send proposal
ACT_CUST_0249_9,CUST_0249,2022-01-10,Negotiation,rep_5,31,Positive,Schedule demo
ACT_CUST_0249_10,CUST_0249,2021-12-14,Contract Review,rep_5,42,Positive,Schedule demo
ACT_CUST_0250_1,CUST_0250,2023-04-19,Closing Call,rep_6,66,Positive,Technical review
ACT_CUST_0250_2,CUST_0250,2023-04-25,Contract Review,rep_6,91,Positive,Technical review
ACT_CUST_0250_3,CUST_0250,2023-06-04,Demo,rep_6,100,Neutral,Final approval
ACT_CUST_0250_4,CUST_0250,2023-06-04,Follow-up Call,rep_6,79,Positive,Budget approval
ACT_CUST_0250_5,CUST_0250,2023-04-25,Contract Review,rep_6,78,Neutral,Technical review
ACT_CUST_0250_6,CUST_0250,2023-05-17,Proposal Sent,rep_6,37,Positive,Schedule demo
ACT_CUST_0250_7,CUST_0250,2023-05-25,Follow-up Call,rep_6,112,Positive,Send proposal
ACT_CUST_0251_1,CUST_0251,2024-01-16,Closing Call,rep_13,68,Negative,Budget approval
ACT_CUST_0251_2,CUST_0251,2023-12-09,Closing Call,rep_13,18,Neutral,Send proposal
ACT_CUST_0251_3,CUST_0251,2024-01-19,Negotiation,rep_13,79,Negative,Contract terms
ACT_CUST_0251_4,CUST_0251,2024-01-15,Closing Call,rep_13,67,Negative,Technical review
ACT_CUST_0252_1,CUST_0252,2024-01-15,Closing Call,rep_6,75,Neutral,Technical review
ACT_CUST_0252_2,CUST_0252,2023-11-23,Closing Call,rep_6,91,Neutral,Final approval
ACT_CUST_0252_3,CUST_0252,2023-12-28,Negotiation,rep_6,80,Neutral,Send proposal
ACT_CUST_0252_4,CUST_0252,2024-01-04,Follow-up Call,rep_6,107,Neutral,Send proposal
ACT_CUST_0252_5,CUST_0252,2024-01-05,Closing Call,rep_6,40,Positive,Technical review
ACT_CUST_0252_6,CUST_0252,2023-11-27,Demo,rep_6,41,Positive,Budget approval
ACT_CUST_0253_1,CUST_0253,2023-08-30,Proposal Sent,rep_15,74,Positive,Schedule demo
ACT_CUST_0253_2,CUST_0253,2023-09-27,Negotiation,rep_15,57,Neutral,Send proposal
ACT_CUST_0253_3,CUST_0253,2023-08-30,Contract Review,rep_15,107,Negative,Schedule demo
ACT_CUST_0253_4,CUST_0253,2023-09-24,Demo,rep_15,102,Neutral,Contract terms
ACT_CUST_0253_5,CUST_0253,2023-09-10,Contract Review,rep_15,24,Neutral,Technical review
ACT_CUST_0253_6,CUST_0253,2023-09-30,Closing Call,rep_15,83,Positive,Contract terms
ACT_CUST_0253_7,CUST_0253,2023-09-19,Negotiation,rep_15,106,Positive,Budget approval
ACT_CUST_0253_8,CUST_0253,2023-09-28,Closing Call,rep_15,22,Positive,Budget approval
ACT_CUST_0253_9,CUST_0253,2023-09-28,Closing Call,rep_15,113,Positive,Budget approval
ACT_CUST_0253_10,CUST_0253,2023-09-22,Negotiation,rep_15,95,Neutral,Budget approval
ACT_CUST_0253_11,CUST_0253,2023-09-26,Demo,rep_15,28,Positive,Technical review
ACT_CUST_0253_12,CUST_0253,2023-09-24,Negotiation,rep_15,111,Neutral,Final approval
ACT_CUST_0254_1,CUST_0254,2022-08-14,Follow-up Call,rep_14,33,Negative,Budget approval
ACT_CUST_0254_2,CUST_0254,2022-07-24,Follow-up Call,rep_14,27,Positive,Final approval
ACT_CUST_0254_3,CUST_0254,2022-07-17,Contract Review,rep_14,105,Positive,Send proposal
ACT_CUST_0254_4,CUST_0254,2022-08-19,Follow-up Call,rep_14,58,Positive,Budget approval
ACT_CUST_0254_5,CUST_0254,2022-07-30,Contract Review,rep_14,104,Positive,Technical review
ACT_CUST_0254_6,CUST_0254,2022-08-11,Demo,rep_14,112,Positive,Contract terms
ACT_CUST_0254_7,CUST_0254,2022-07-28,Demo,rep_14,43,Neutral,Contract terms
ACT_CUST_0254_8,CUST_0254,2022-07-31,Closing Call,rep_14,52,Positive,Final approval
ACT_CUST_0255_1,CUST_0255,2023-03-05,Closing Call,rep_10,71,Neutral,Send proposal
ACT_CUST_0255_2,CUST_0255,2023-03-18,Closing Call,rep_10,31,Positive,Technical review
ACT_CUST_0255_3,CUST_0255,2023-02-28,Follow-up Call,rep_10,96,Positive,Send proposal
ACT_CUST_0255_4,CUST_0255,2023-03-10,Follow-up Call,rep_10,33,Positive,Technical review
ACT_CUST_0255_5,CUST_0255,2023-02-27,Closing Call,rep_10,80,Neutral,Contract terms
ACT_CUST_0255_6,CUST_0255,2023-03-01,Contract Review,rep_10,94,Negative,Technical review
ACT_CUST_0255_7,CUST_0255,2023-03-13,Proposal Sent,rep_10,90,Neutral,Technical review
ACT_CUST_0255_8,CUST_0255,2023-03-07,Follow-up Call,rep_10,63,Neutral,Budget approval
ACT_CUST_0255_9,CUST_0255,2023-03-13,Proposal Sent,rep_10,82,Positive,Budget approval
ACT_CUST_0255_10,CUST_0255,2023-02-28,Demo,rep_10,100,Negative,Technical review
ACT_CUST_0255_11,CUST_0255,2023-02-20,Follow-up Call,rep_10,41,Positive,Technical review
ACT_CUST_0255_12,CUST_0255,2023-03-11,Closing Call,rep_10,116,Positive,Send proposal
